countyState,GEOID,lon,lat,P_total,P_white,P_black,P_asian,P_native,P_hawaiian,P_others,P_below_middle_school,P_some_high_school,P_high_school_equivalent,P_some_college,P_bachelor_and_above,P_below_poverty,median_age,gini_index,median_household_income,median_rent_per_income,percent_no_internet,Year,State,CountyID,StateCountyName,AllAgesSAIPEPovertyUniverse,AllAgesinPovertyCount,AllAgesinPovertyCountLB90%,AllAgesinPovertyCountUB90%,90%ConfidenceInterval(AllAgesinPovertyCount),AllAgesinPovertyPercent,AllAgesinPovertyPercentLB90%,AllAgesinPovertyPercentUB90%,90%ConfidenceInterval(AllAgesinPovertyPercent),UnderAge18SAIPEPovertyUniverse,UnderAge18inPovertyCount,UnderAge18inPovertyCountLB90%,UnderAge18inPovertyCountUB90%,90%ConfidenceInterval(UnderAge18inPovertyCount),UnderAge18inPovertyPercent,UnderAge18inPovertyPercentLB90%,UnderAge18inPovertyPercentUB90%,90%ConfidenceInterval(UnderAge18inPovertyPercent),Ages5to17inFamiliesSAIPEPovertyUniverse,Ages5to17inFamiliesinPovertyCount,Ages5to17inFamiliesinPovertyCountLB90%,Ages5to17inFamiliesinPovertyCountUB90%,90%ConfidenceInterval(Ages5to17inFamiliesinPovertyCount),Ages5to17inFamiliesinPovertyPercent,Ages5to17inFamiliesinPovertyPercentLB90%,Ages5to17inFamiliesinPovertyPercentUB90%,90%ConfidenceInterval(Ages5to17inFamiliesinPovertyPercent),UnderAge5SAIPEPovertyUniverse,UnderAge5inPovertyCount,UnderAge5inPovertyCountLB90%,UnderAge5inPovertyCountUB90%,90%ConfidenceInterval(UnderAge5inPovertyCount),UnderAge5inPovertyPercent,UnderAge5inPovertyPercentLB90%,UnderAge5inPovertyPercentUB90%,90%ConfidenceInterval(UnderAge5inPovertyPercent),MedianHouseholdIncomeinDollars,MedianHouseholdIncomeinDollarsLB90%,MedianHouseholdIncomeinDollarsUB90%,90%ConfidenceInterval(MedianHouseholdIncomeinDollars)
San Patricio County (TX),05000US48409,-97.5171652,28.0117816,67655,NA,NA,NA,NA,NA,NA,2374,5015,12709,14982,6261,9592,35.6,0.4279,53348,29.4,26.41723833172,2017,48,48409,San Patricio County (TX),66472,12613,10856,14370,"10,856 to 14,370",19.0,16.4,21.6,16.4 to 21.6,17962,4826,3969,5683,"3,969 to 5,683",26.9,22.1,31.7,22.1 to 31.7,12981,3159,2417,3901,"2,417 to 3,901",24.3,18.6,30.0,18.6 to 30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,752","$47,273","$54,231","$47,273 to $54,231"
Smith County (TX),05000US48423,-95.2696296,32.3770925,225290,170784,39062,3832,1092,159,6557,8219,11593,35013,54675,36674,35747,36.5,0.4416,52572,31.7,19.7118429385687,2017,48,48423,Smith County (TX),222543,34767,30039,39495,"30,039 to 39,495",15.6,13.5,17.7,13.5 to 17.7,55339,11091,8987,13195,"8,987 to 13,195",20,16.2,23.8,16.2 to 23.8,39726,7429,5832,9026,"5,832 to 9,026",18.7,14.7,22.7,14.7 to 22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,044","$50,482","$57,606","$50,482 to $57,606"
Tarrant County (TX),05000US48439,-97.2912913,32.77204,2016872,1367728,320375,109096,9482,2648,141326,69887,99460,317859,385894,395920,272364,34.3,0.46,61534,28.8,11.3203431833281,2017,48,48439,Tarrant County (TX),2025806,234362,216667,252057,"216,667 to 252,057",11.6,10.7,12.5,10.7 to 12.5,540123,92592,83763,101421,"83,763 to 101,421",17.1,15.5,18.7,15.5 to 18.7,394619,62948,55841,70055,"55,841 to 70,055",16,14.2,17.8,14.2 to 17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$65,021","$63,440","$66,602","$63,440 to $66,602"
Taylor County (TX),05000US48441,-99.8932198,32.2956844,136535,105853,10686,3333,1134,8,11670,2703,5237,30230,25366,18949,23270,32.8,0.4481,48803,29.9,23.4554693768387,2017,48,48441,Taylor County (TX),131767,20000,16941,23059,"16,941 to 23,059",15.2,12.9,17.5,12.9 to 17.5,33208,6899,5417,8381,"5,417 to 8,381",20.8,16.3,25.3,16.3 to 25.3,23329,4758,3679,5837,"3,679 to 5,837",20.4,15.8,25.0,15.8 to 25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,338","$46,894","$53,782","$46,894 to $53,782"
Tom Green County (TX),05000US48451,-100.4613549,31.4015829,118386,105757,5937,1289,506,0,2978,2804,8372,21390,23587,18973,13387,33.8,0.449,48696,29.7,22.4544221440559,2017,48,48451,Tom Green County (TX),112959,15211,12012,18410,"12,012 to 18,410",13.5,10.7,16.3,10.7 to 16.3,27642,5504,4157,6851,"4,157 to 6,851",19.9,15.0,24.8,15.0 to 24.8,19618,3854,2837,4871,"2,837 to 4,871",19.6,14.4,24.8,14.4 to 24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,462","$45,463","$53,461","$45,463 to $53,461"
Travis County (TX),05000US48453,-97.6912697,30.2395128,1199323,892987,99449,76749,5241,1443,81863,40242,40876,136023,203573,385317,144605,33.7,0.481,70158,29.2,8.91920228915926,2017,48,48453,Travis County (TX),1204389,139071,127396,150746,"127,396 to 150,746",11.5,10.5,12.5,10.5 to 12.5,268136,39390,33431,45349,"33,431 to 45,349",14.7,12.5,16.9,12.5 to 16.9,189269,26974,22803,31145,"22,803 to 31,145",14.3,12.1,16.5,12.1 to 16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$72,785","$70,889","$74,681","$70,889 to $74,681"
Victoria County (TX),05000US48469,-96.9711977,28.7963699,92467,NA,NA,NA,NA,NA,NA,2730,5441,18853,20524,11553,12549,36.1,0.5174,53778,27.8,25.219386647648,2017,48,48469,Victoria County (TX),90206,14191,11758,16624,"11,758 to 16,624",15.7,13,18.4,13.0 to 18.4,23127,5376,4140,6612,"4,140 to 6,612",23.2,17.9,28.5,17.9 to 28.5,16673,3663,2722,4604,"2,722 to 4,604",22,16.4,27.6,16.4 to 27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,161","$48,463","$55,859","$48,463 to $55,859"
Walker County (TX),05000US48471,-95.5698884,30.7430899,71484,NA,NA,NA,NA,NA,NA,1681,2980,18335,11933,9721,11540,34.1,0.4595,42662,33.8,11.7685888066387,2017,48,48471,Walker County (TX),55193,12775,10553,14997,"10,553 to 14,997",23.1,19.1,27.1,19.1 to 27.1,10739,2566,1963,3169,"1,963 to 3,169",23.9,18.3,29.5,18.3 to 29.5,7516,1813,1369,2257,"1,369 to 2,257",24.1,18.2,30.0,18.2 to 30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,304","$38,964","$45,644","$38,964 to $45,644"
Webb County (TX),05000US48479,-99.3266413,27.7705836,271193,NA,NA,NA,NA,NA,NA,20643,21876,42525,31289,25535,88321,28.1,0.504,35659,37.9,36.7418314440075,2017,48,48479,Webb County (TX),271240,74061,67288,80834,"67,288 to 80,834",27.3,24.8,29.8,24.8 to 29.8,90967,32965,29049,36881,"29,049 to 36,881",36.2,31.9,40.5,31.9 to 40.5,64452,22783,20054,25512,"20,054 to 25,512",35.3,31.1,39.5,31.1 to 39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,979","$39,501","$44,457","$39,501 to $44,457"
Wichita County (TX),05000US48485,-98.7168508,33.9911025,131838,104044,12709,3735,1428,151,3835,2238,7364,24748,27356,20050,19269,34.0,0.4503,44769,29,19.7247706422018,2017,48,48485,Wichita County (TX),119268,20057,17402,22712,"17,402 to 22,712",16.8,14.6,19.0,14.6 to 19.0,29148,6107,4958,7256,"4,958 to 7,256",21,17.1,24.9,17.1 to 24.9,20674,4200,3294,5106,"3,294 to 5,106",20.3,15.9,24.7,15.9 to 24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,593","$41,478","$47,708","$41,478 to $47,708"
Williamson County (TX),05000US48491,-97.6050692,30.6490296,528718,421797,31597,35179,1678,143,15041,7009,11878,70903,114289,141071,29441,36.2,0.3942,81818,27.8,5.32101083032491,2017,48,48491,Williamson County (TX),540715,32931,28562,37300,"28,562 to 37,300",6.1,5.3,6.9,5.3 to 6.9,141085,10124,8087,12161,"8,087 to 12,161",7.2,5.8,8.6,5.8 to 8.6,104910,6627,5086,8168,"5,086 to 8,168",6.3,4.8,7.8,4.8 to 7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$82,131","$79,849","$84,413","$79,849 to $84,413"
Cache County (UT),05000US49005,-111.7445805,41.7342254,122753,110095,968,3234,373,473,5253,2239,2911,11587,21136,23924,15452,25.3,0.4386,58003,29.5,7.74407149201906,2017,49,49005,Cache County (UT),120338,18068,16313,19823,"16,313 to 19,823",15.0,13.5,16.5,13.5 to 16.5,37606,4402,3578,5226,"3,578 to 5,226",11.7,9.5,13.9,9.5 to 13.9,26599,2869,2260,3478,"2,260 to 3,478",10.8,8.5,13.1,8.5 to 13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,036","$51,083","$58,989","$51,083 to $58,989"
Davis County (UT),05000US49011,-112.2021234,41.0370451,342281,304284,4795,6019,1841,2845,11341,1564,6085,42164,73386,74648,19800,30.9,0.3829,76905,25.2,8.55351372208556,2017,49,49011,Davis County (UT),345061,18584,15296,21872,"15,296 to 21,872",5.4,4.4,6.4,4.4 to 6.4,112087,7044,5424,8664,"5,424 to 8,664",6.3,4.9,7.7,4.9 to 7.7,81565,4701,3524,5878,"3,524 to 5,878",5.8,4.4,7.2,4.4 to 7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$80,433","$77,641","$83,225","$77,641 to $83,225"
Salt Lake County (UT),05000US49035,-111.9242439,40.667882,1121354,882231,19235,44706,6570,16997,114439,23448,41677,159835,234564,236745,100511,32.7,0.4351,68665,27.9,8.7462012510956,2017,49,49035,Salt Lake County (UT),1119443,103384,95047,111721,"95,047 to 111,721",9.2,8.5,9.9,8.5 to 9.9,307322,33337,29214,37460,"29,214 to 37,460",10.8,9.5,12.1,9.5 to 12.1,221200,21377,18352,24402,"18,352 to 24,402",9.7,8.3,11.1,8.3 to 11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$71,396","$70,288","$72,504","$70,288 to $72,504"
Utah County (UT),05000US49049,-111.6686673,40.120409,592299,548560,3287,8277,4182,5381,5515,3935,10613,47170,115230,112447,66456,24.6,0.415,69799,28.2,4.96568506302162,2017,49,49049,Utah County (UT),593654,62063,56822,67304,"56,822 to 67,304",10.5,9.6,11.4,9.6 to 11.4,203169,18511,16016,21006,"16,016 to 21,006",9.1,7.9,10.3,7.9 to 10.3,144303,11222,9334,13110,"9,334 to 13,110",7.8,6.5,9.1,6.5 to 9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$70,461","$68,474","$72,448","$68,474 to $72,448"
Washington County (UT),05000US49053,-113.4878003,37.2625308,160245,143282,624,1461,2161,1646,7247,1452,3421,22390,44565,28692,21104,35.9,0.443,55056,32.4,11.1967396762854,2017,49,49053,Washington County (UT),163198,18252,15435,21069,"15,435 to 21,069",11.2,9.5,12.9,9.5 to 12.9,43071,6167,4860,7474,"4,860 to 7,474",14.3,11.3,17.3,11.3 to 17.3,31869,3971,2979,4963,"2,979 to 4,963",12.5,9.4,15.6,9.4 to 15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,518","$52,360","$58,676","$52,360 to $58,676"
Weber County (UT),05000US49057,-111.8758787,41.2703552,247560,223579,2438,2914,1843,281,9278,3374,10281,45014,58359,33891,26247,32.4,0.4076,63158,25.4,11.9797235254902,2017,49,49057,Weber County (UT),248670,26782,23177,30387,"23,177 to 30,387",10.8,9.4,12.2,9.4 to 12.2,71019,8877,7221,10533,"7,221 to 10,533",12.5,10.2,14.8,10.2 to 14.8,51323,6081,4895,7267,"4,895 to 7,267",11.8,9.5,14.1,9.5 to 14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$62,937","$60,887","$64,987","$60,887 to $64,987"
Albemarle County (VA),05000US51003,-78.5535056,38.0241841,106878,86536,10426,5383,255,70,1618,1231,4042,11103,15694,37889,10006,38.2,0.455,71975,28.1,11.4663425765167,2017,51,51003,Albemarle County (VA),101069,8015,6464,9566,"6,464 to 9,566",7.9,6.4,9.4,6.4 to 9.4,21421,1884,1426,2342,"1,426 to 2,342",8.8,6.7,10.9,6.7 to 10.9,15724,1284,936,1632,"936 to 1,632",8.2,6.0,10.4,6.0 to 10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$77,591","$72,416","$82,766","$72,416 to $82,766"
Arlington County (VA),05000US51013,-77.1007034,38.8783374,230050,162749,19802,23558,962,411,13518,5284,3702,15646,17891,126910,18298,34.8,0.4399,110388,27.1,6.81490930526967,2017,51,51013,Arlington County (VA),232207,13284,10994,15574,"10,994 to 15,574",5.7,4.7,6.7,4.7 to 6.7,41556,3042,2188,3896,"2,188 to 3,896",7.3,5.2,9.4,5.2 to 9.4,27548,2094,1472,2716,"1,472 to 2,716",7.6,5.3,9.9,5.3 to 9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$114,705","$109,379","$120,031","$109,379 to $120,031"
Augusta County (VA),05000US51015,-79.1466816,38.1678073,74997,NA,NA,NA,NA,NA,NA,1179,6000,18869,14398,12730,6714,45.2,0.4082,55342,23.3,23.4661542610572,2017,51,51015,Augusta County (VA),72097,6411,5161,7661,"5,161 to 7,661",8.9,7.2,10.6,7.2 to 10.6,14238,1637,1223,2051,"1,223 to 2,051",11.5,8.6,14.4,8.6 to 14.4,10742,1180,867,1493,"867 to 1,493",11,8.1,13.9,8.1 to 13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,368","$54,083","$62,653","$54,083 to $62,653"
Bedford County (VA),05000US51019,-79.5279466,37.3124079,77960,NA,NA,NA,NA,NA,NA,583,3634,17232,17212,16633,7653,45.8,0.4394,56479,24.4,22.96895082189,2017,51,51019,Bedford County (VA),77466,6949,5535,8363,"5,535 to 8,363",9.0,7.2,10.8,7.2 to 10.8,15355,1912,1447,2377,"1,447 to 2,377",12.5,9.5,15.5,9.5 to 15.5,11699,1343,1000,1686,"1,000 to 1,686",11.5,8.6,14.4,8.6 to 14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$65,172","$63,000","$67,344","$63,000 to $67,344"
Chesterfield County (VA),05000US51041,-77.5858474,37.3784338,339009,229400,76274,13052,672,254,8584,4418,9175,54002,65748,92193,23030,39.2,0.4042,76059,28.5,8.42572062084257,2017,51,51041,Chesterfield County (VA),338718,22626,18706,26546,"18,706 to 26,546",6.7,5.5,7.9,5.5 to 7.9,80746,7034,5392,8676,"5,392 to 8,676",8.7,6.7,10.7,6.7 to 10.7,60314,4853,3639,6067,"3,639 to 6,067",8,6.0,10.0,6.0 to 10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$80,573","$76,312","$84,834","$76,312 to $84,834"
Fairfax County (VA),05000US51059,-77.2761174,38.8337425,1138652,705214,110990,217179,2448,979,53939,29448,26864,93196,144594,472131,66681,38.1,0.426,115717,28.3,4.39766780374731,2017,51,51059,Fairfax County (VA),1136532,75911,68965,82857,"68,965 to 82,857",6.7,6.1,7.3,6.1 to 7.3,266104,23007,20104,25910,"20,104 to 25,910",8.6,7.5,9.7,7.5 to 9.7,194060,14755,12549,16961,"12,549 to 16,961",7.6,6.5,8.7,6.5 to 8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$117,989","$114,869","$121,109","$114,869 to $121,109"
Fauquier County (VA),05000US51061,-77.8215847,38.7441032,69069,NA,NA,NA,NA,NA,NA,511,2979,11744,14820,16483,3069,41.5,0.4285,94347,26,12.9192396173871,2017,51,51061,Fauquier County (VA),68900,3947,3051,4843,"3,051 to 4,843",5.7,4.4,7.0,4.4 to 7.0,16005,1061,784,1338,"784 to 1,338",6.6,4.9,8.3,4.9 to 8.3,12000,718,519,917,519 to 917,6,4.3,7.7,4.3 to 7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$96,835","$90,958","$102,712","$90,958 to $102,712"
Frederick County (VA),05000US51069,-78.2639164,39.203637,84421,NA,NA,NA,NA,NA,NA,1026,3574,19234,16832,16515,3717,40.9,0.3798,69827,30.6,13.2379713914174,2017,51,51069,Frederick County (VA),85204,5723,4480,6966,"4,480 to 6,966",6.7,5.2,8.2,5.2 to 8.2,19734,1745,1267,2223,"1,267 to 2,223",8.8,6.4,11.2,6.4 to 11.2,14438,1219,860,1578,"860 to 1,578",8.4,5.9,10.9,5.9 to 10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$72,139","$65,960","$78,318","$65,960 to $78,318"
Hanover County (VA),05000US51085,-77.4909916,37.7601655,104392,90528,8977,1023,281,156,235,731,4351,17270,19484,29212,6064,44.1,0.405,83135,27,11.5604650549682,2017,51,51085,Hanover County (VA),103825,5655,4487,6823,"4,487 to 6,823",5.4,4.3,6.5,4.3 to 6.5,23358,1386,1031,1741,"1,031 to 1,741",5.9,4.4,7.4,4.4 to 7.4,17897,969,704,1234,"704 to 1,234",5.4,3.9,6.9,3.9 to 6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$89,723","$86,108","$93,338","$86,108 to $93,338"
Henrico County (VA),05000US51087,-77.300333,37.4375205,326501,188411,95882,27058,591,283,3972,3064,12625,49896,62947,94750,29593,38.8,0.4716,66337,28.8,13.298678965059,2017,51,51087,Henrico County (VA),324682,30836,26880,34792,"26,880 to 34,792",9.5,8.3,10.7,8.3 to 10.7,74264,10329,8659,11999,"8,659 to 11,999",13.9,11.7,16.1,11.7 to 16.1,54337,7367,6147,8587,"6,147 to 8,587",13.6,11.4,15.8,11.4 to 15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$67,434","$64,998","$69,870","$64,998 to $69,870"
James City County (VA),05000US51095,-76.7783194,37.3244273,74404,NA,NA,NA,NA,NA,NA,391,1882,9119,15025,27021,3758,47.2,0.4628,83455,32.1,8.6060393258427,2017,51,51095,James City County (VA),74453,5049,4080,6018,"4,080 to 6,018",6.8,5.5,8.1,5.5 to 8.1,15037,1371,1024,1718,"1,024 to 1,718",9.1,6.8,11.4,6.8 to 11.4,11436,983,721,1245,"721 to 1,245",8.6,6.3,10.9,6.3 to 10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$88,149","$83,397","$92,901","$83,397 to $92,901"
Loudoun County (VA),05000US51107,-77.6388572,39.0811303,385945,258094,27802,67889,1213,769,11962,8900,7622,31121,51199,147019,13850,35.9,0.37,134464,26.7,3.81296231067277,2017,51,51107,Loudoun County (VA),396328,11895,9773,14017,"9,773 to 14,017",3.0,2.5,3.5,2.5 to 3.5,112386,3383,2496,4270,"2,496 to 4,270",3,2.2,3.8,2.2 to 3.8,83995,2223,1570,2876,"1,570 to 2,876",2.6,1.8,3.4,1.8 to 3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$136,191","$132,736","$139,646","$132,736 to $139,646"
Montgomery County (VA),05000US51121,-80.387314,37.1748845,98602,84345,4420,5442,419,30,974,642,2093,12037,12015,27611,19715,28.2,0.5297,55706,31.9,7.56753764393268,2017,51,51121,Montgomery County (VA),89059,20468,18627,22309,"18,627 to 22,309",23.0,20.9,25.1,20.9 to 25.1,15105,2281,1763,2799,"1,763 to 2,799",15.1,11.7,18.5,11.7 to 18.5,10767,1510,1127,1893,"1,127 to 1,893",14,10.4,17.6,10.4 to 17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,297","$50,343","$58,251","$50,343 to $58,251"
Prince William County (VA),05000US51153,-77.4788873,38.7023317,455210,254644,93401,40673,1594,356,41139,15463,16532,61094,75872,117211,36462,34.9,0.3888,97986,31.1,5.03033077715463,2017,51,51153,Prince William County (VA),458766,28074,23844,32304,"23,844 to 32,304",6.1,5.2,7.0,5.2 to 7.0,124365,10001,7983,12019,"7,983 to 12,019",8,6.4,9.6,6.4 to 9.6,90142,7309,5782,8836,"5,782 to 8,836",8.1,6.4,9.8,6.4 to 9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,431","$97,398","$103,464","$97,398 to $103,464"
Roanoke County (VA),05000US51161,-80.1901101,37.3310768,94031,82416,5908,2895,232,0,1166,1021,3668,16022,23310,22451,7242,43.5,0.454,60454,24.7,15.8195168781298,2017,51,51161,Roanoke County (VA),91286,6681,5472,7890,"5,472 to 7,890",7.3,6,8.6,6.0 to 8.6,18673,1601,1216,1986,"1,216 to 1,986",8.6,6.5,10.7,6.5 to 10.7,14314,1132,847,1417,"847 to 1,417",7.9,5.9,9.9,5.9 to 9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$65,171","$61,051","$69,291","$61,051 to $69,291"
Rockingham County (VA),05000US51165,-78.876307,38.5112574,79744,NA,NA,NA,NA,NA,NA,1173,5149,18862,12198,14586,7805,41.8,0.4467,57755,26.4,19.1913037901623,2017,51,51165,Rockingham County (VA),78380,6611,5318,7904,"5,318 to 7,904",8.4,6.8,10.0,6.8 to 10.0,17457,2003,1513,2493,"1,513 to 2,493",11.5,8.7,14.3,8.7 to 14.3,13021,1336,957,1715,"957 to 1,715",10.3,7.4,13.2,7.4 to 13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$59,492","$56,184","$62,800","$56,184 to $62,800"
Spotsylvania County (VA),05000US51177,-77.6562804,38.1823112,132010,94731,21641,3101,164,49,7674,2420,5072,26384,25825,26472,9409,39.0,0.3565,81146,31.5,8.18900133577849,2017,51,51177,Spotsylvania County (VA),132136,9160,7362,10958,"7,362 to 10,958",6.9,5.5,8.3,5.5 to 8.3,32689,3254,2472,4036,"2,472 to 4,036",10,7.6,12.4,7.6 to 12.4,24469,2344,1738,2950,"1,738 to 2,950",9.6,7.1,12.1,7.1 to 12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$85,743","$81,815","$89,671","$81,815 to $89,671"
Stafford County (VA),05000US51179,-77.4590432,38.4189333,144361,96123,25628,5862,666,90,8659,1272,4754,20290,29233,36275,7905,35.9,0.4034,97484,31.3,4.58344853988983,2017,51,51179,Stafford County (VA),142881,6522,4983,8061,"4,983 to 8,061",4.6,3.5,5.7,3.5 to 5.7,37992,2213,1587,2839,"1,587 to 2,839",5.8,4.2,7.4,4.2 to 7.4,28695,1568,1091,2045,"1,091 to 2,045",5.5,3.8,7.2,3.8 to 7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$111,184","$106,944","$115,424","$106,944 to $115,424"
York County (VA),05000US51199,-76.395533,37.2209139,67976,50925,8714,4245,241,612,566,874,1203,9490,12358,20903,2623,39.5,0.3822,89418,28,6.05118292221709,2017,51,51199,York County (VA),67028,3321,2610,4032,"2,610 to 4,032",5.0,3.9,6.1,3.9 to 6.1,16067,952,702,1202,"702 to 1,202",5.9,4.3,7.5,4.3 to 7.5,12306,649,464,834,464 to 834,5.3,3.8,6.8,3.8 to 6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$85,292","$78,150","$92,434","$78,150 to $92,434"
Alexandria city (VA),05000US51510,-77.0820263,38.8183429,155810,92717,34500,9726,99,146,11250,5011,4248,12739,21383,73206,19256,36.6,0.4621,87920,28.9,6.69194991055456,2017,51,51510,Alexandria city (VA),158127,15922,13563,18281,"13,563 to 18,281",10.1,8.6,11.6,8.6 to 11.6,28039,4756,3910,5602,"3,910 to 5,602",17,14.0,20,14.0 to 20.0,16726,3113,2526,3700,"2,526 to 3,700",18.6,15.1,22.1,15.1 to 22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$99,959","$97,420","$102,498","$97,420 to $102,498"
Chesapeake city (VA),05000US51550,-76.3017884,36.6793761,237940,147623,71159,7197,68,0,2808,2991,10013,41274,54376,50669,18606,36.9,0.412,72928,30.9,9.01348303824193,2017,51,51550,Chesapeake city (VA),235613,21928,18635,25221,"18,635 to 25,221",9.3,7.9,10.7,7.9 to 10.7,57713,8079,6699,9459,"6,699 to 9,459",14,11.6,16.4,11.6 to 16.4,42395,5594,4599,6589,"4,599 to 6,589",13.2,10.9,15.5,10.9 to 15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$75,529","$72,087","$78,971","$72,087 to $78,971"
Hampton city (VA),05000US51650,-76.2971486,37.0480303,135410,56219,68730,3506,75,476,1902,1348,5919,26995,31164,24831,22696,36.2,0.4407,50435,30,12.4268655063583,2017,51,51650,Hampton city (VA),129566,20069,17133,23005,"17,133 to 23,005",15.5,13.2,17.8,13.2 to 17.8,27788,6537,5200,7874,"5,200 to 7,874",23.5,18.7,28.3,18.7 to 28.3,19869,4691,3721,5661,"3,721 to 5,661",23.6,18.7,28.5,18.7 to 28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,894","$49,646","$56,142","$49,646 to $56,142"
Lynchburg city (VA),05000US51680,-79.1954582,37.3990161,80212,53004,23624,795,312,0,235,868,3665,11592,12204,14714,10175,27.7,0.4848,41264,28.6,20.3339989108731,2017,51,51680,Lynchburg city (VA),69931,13132,10748,15516,"10,748 to 15,516",18.8,15.4,22.2,15.4 to 22.2,15314,3832,2876,4788,"2,876 to 4,788",25,18.8,31.2,18.8 to 31.2,10290,2594,1895,3293,"1,895 to 3,293",25.2,18.4,32.0,18.4 to 32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,122","$40,656","$47,588","$40,656 to $47,588"
Newport News city (VA),05000US51700,-76.5217187,37.0759784,181825,86739,73750,4472,430,202,3401,1231,8391,31020,42624,31728,23008,33.4,0.4361,50524,33.1,13.0167977760691,2017,51,51700,Newport News city (VA),171784,29521,25670,33372,"25,670 to 33,372",17.2,15,19.4,15.0 to 19.4,40968,10310,8413,12207,"8,413 to 12,207",25.2,20.6,29.8,20.6 to 29.8,27911,7437,6107,8767,"6,107 to 8,767",26.6,21.8,31.4,21.8 to 31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,635","$47,135","$52,135","$47,135 to $52,135"
Norfolk city (VA),05000US51710,-76.2446413,36.9230149,245115,115675,100685,9313,832,496,8111,2760,12610,38949,52402,42731,43790,30.6,0.4855,46467,32.5,12.8756682971221,2017,51,51710,Norfolk city (VA),210960,44181,39426,48936,"39,426 to 48,936",20.9,18.6,23.2,18.6 to 23.2,47587,13277,11021,15533,"11,021 to 15,533",27.9,23.2,32.6,23.2 to 32.6,31512,8613,7074,10152,"7,074 to 10,152",27.3,22.4,32.2,22.4 to 32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,218","$46,188","$50,248","$46,188 to $50,248"
Portsmouth city (VA),05000US51740,-76.3562686,36.8594298,95252,38231,49467,1626,265,1001,1566,1390,5615,18851,22274,13217,15487,35.0,0.4236,48516,36.5,17.0258090946333,2017,51,51740,Portsmouth city (VA),91529,16935,13896,19974,"13,896 to 19,974",18.5,15.2,21.8,15.2 to 21.8,21611,6614,5185,8043,"5,185 to 8,043",30.6,24.0,37.2,24.0 to 37.2,14600,4363,3280,5446,"3,280 to 5,446",29.9,22.5,37.3,22.5 to 37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,532","$45,656","$51,408","$45,656 to $51,408"
Richmond city (VA),05000US51760,-77.4760085,37.531399,223170,101987,105155,4903,650,115,1948,4139,14529,33617,39174,59674,56983,33.4,0.555,42373,35.1,22.9891825874553,2017,51,51760,Richmond city (VA),215116,51609,46846,56372,"46,846 to 56,372",24.0,21.8,26.2,21.8 to 26.2,39593,13932,11666,16198,"11,666 to 16,198",35.2,29.5,40.9,29.5 to 40.9,26133,9908,8308,11508,"8,308 to 11,508",37.9,31.8,44.0,31.8 to 44.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,073","$44,008","$48,138","$44,008 to $48,138"
