Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
Illegal Parking,Lot 309,6/21/2014,140621041,6/21/2014,7:07 PM,,Information Only
Security Alarm,Sunshine Store,6/21/2014,140621044,6/21/2014,8:14 PM,,False Alarm
Citizen Flagdown,Gilman Dr/Mandeville Ln,6/21/2014,140621050,6/21/2014,10:42 PM,,Information Only
Hazardous Materials,Medical Teaching Facility,6/14/2014,140614002,6/14/2014,12:08 AM,Hydraulic fluid spilled,Referred To Other Agency-EH&S
Marijuana Contact,Plaza Café,6/14/2014,140614004,6/14/2014,12:53 AM,Three students on roof of construction site possibly smoking marijuana,RSO Report Taken/Student Conduct Referral
Disturbance,Rita Atkinson Residences,6/14/2014,140614007,6/14/014,1:18 AM,Loud party,Will Cooperate
Alcohol Contact,Revelle Apartments,6/14/2014,140614008,6/14/2014,1:33 AM,,Field Interview
Suspicious Person,Lot 304,6/14/2014,140614010,6/14/2014,1:49 AM,,Unable To Locate
Disturbance,I-Walk/Asante Hall,6/14/2014,140614011,6/14/2014,1:54 AM,Loud party,Will Cooperate
Citizen Contact,Café Vita,6/14/2014,140614014,6/14/2014,2:12 AM,Sleeper,Checks OK
Drunk In Public,Pangea Parking Structure,6/14/2014,140614015,6/14/2014,2:22 AM,Per RSO disregard,Information Only
Trespass,Canyonview Pool,6/14/2014,140614024,6/14/2014,3:39 AM,Group of people going into pool,Will Cooperate
Disturbance,Village Place & Market,6/14/2014,140614027,6/14/2014,4:08 AM,Verbal argument between boyfriend & girlfriend,Checks OK
"Disturbance, Argument",Economics,6/14/2014,140614031,6/14/2014,4:33 AM,Report of male and female arguing,Checks OK
Burglary To Vehicle,Scholars Dr North,6/14/2014,140614033,6/14/2014,4:53 AM,"Several people drinking and trying vehicle doors and taking items from vehicles, reporting partyunable to wait for report to be taken, report to be made at later time",Information Only
Disturbance,Village East 1,6/14/2014,140614034,6/14/2014,5:04 AM,People laying in the street,Will Cooperate
Welfare Check,Geneva Hall,6/14/2014,140614039,6/14/2014,6:08 AM,"Juvenile walking around, clothing appears disheveled, has been drinking",Released To Parent
Security Alarm,Northview Information Booth,6/14/2014,140614040,6/14/2014,6:16 AM,,False Alarm
Welfare Check,Estancia Entrance,6/14/2014,2014-1023,6/14/2014,6:22 AM,Subject appeared passed out on bus stop bench,Closed By Adult Arrest
Welfare Check,Village West Bldg 1,6/14/2014,140614043,6/14/2014,7:03 AM,Parent concerned daughter did not show up  at set location at set time,Checks OK
Illegal Parking,North Torrey Pines Rd/Pangea Dr,6/14/2014,140614044,6/14/2014,7:04 AM,,Checks OK
Illegal Vendor/Solicitor,Lot 358,6/14/2014,140614045,6/14/2014,7:13 AM,,Field Interview
Illegal Vendor/Solicitor,Torrey Pines Scenic Dr/Salk Institute,6/14/2014,140614046,6/14/2014,7:36 AM,,Field Interview
Illegal Parking,Village East 1,6/14/2014,2014-1024,6/14/2014,8:17 AM,,Vehicle Impounded
Lost Property,Geisel Library,6/14/2014,2014-1025,6/14/2014,8:42 AM,"Vandalism, reporting party found damaged UC cart, damage: >$400.00",Report Taken
Drunk In Public,Northview Information Booth,6/14/2014,2014-1027,6/14/2014,9:01 AM,Public intoxication,Transported To Detox
Citizen Flagdown,Engineer Ln/Voigt Dr,6/14/2014,140614054,6/14/2014,9:10 AM,"Per parking, reckless driver nearly hit parking rep. and other vehicles",Unable To Locate
Traffic Control,Tioga Hall,6/14/2014,140614055,6/14/2014,9:36 AM,Vehicle stopped in middle of roadway waiting for subjects to load,Information Only
Welfare Check,Africa Hall,6/14/2014,140614056,6/14/2014,10:14 AM,"Parent unable to get ahold of son, was supposed to meet at set time",Cancelled After Dispatched
Illegal Parking,Tenaya Hall,6/14/2014,140614057,6/14/2014,10:15 AM,,Information Only
Welfare Check,UCTR 965,6/14/2014,140614058,6/14/2014,10:19 AM,Adult female fell on sidewalk and having difficulty getting up,Checks OK
Illegal Vendor/Solicitor,North Torrey Pines Rd/Torrey Pines Scenic,6/14/2014,140614060,6/14/2014,10:39 AM,,Field Interview
Missing Person,Matthews Apartments,6/14/2014,2014-1032,6/14/2014,10:44 AM,Subject found and reunited with family,Report Taken
Illegal Parking,North Torrey Pines Rd,6/14/2014,140614063,6/14/2014,11:04 AM,"Per parking, multiple vehicles parked in no parking zone",2 Citations Issued
Traffic Hazard,Social Sciences Bldg,6/14/2014,140614064,6/14/2014,11:23 AM,Vehicle driving on sidewalk,Cited
Illegal Parking,Lot 402,6/14/2014,140614065,6/14/2014,11:34 AM,Vehicle parked in reserved space,Referred To Other Agency-Parking
Tow Request,North Torrey Pines Rd/Salk Institute Rd,6/14/2014,2014-1033,6/14/2014,12:01 PM,Vehicle still illegally parked after already being cited,Vehicle Impounded
Illegal Vendor/Solicitor,Lot 207,6/14/2014,140614068,6/14/2014,12:04 PM,,Field Interview
Medical Aid,RIMAC Field,6/14/2014,140614069,6/14/2014,12:15 PM,Dehydration,Medics Responded
Citizen Flagdown,Muir College Dr/Muir Ln,6/14/2014,140614070,6/14/2014,12:31 PM,Report of illegal vendors in the area,Information Only
Illegal Parking,North Torrey Pines Rd/Salk Institute Rd,6/14/2014,140614072,6/14/2014,12:40 PM,,Checks OK
Illegal Vendor/Solicitor,RIMAC Field,6/14/2014,140614075,6/14/2014,1:09 PM,,Will Cooperate
Citizen Flagdown,Regents Rd/Genesee Ave,6/14/2014,140614076,6/14/2014,1:19 PM,,Information Only
Fire,Miramar St/Regents Rd,6/14/2014,140614077,6/14/2014,1:27 PM,San Diego Fire Department responding to vegetation fire,Information Only
Non Injury Accident,Lot 603,6/14/2014,140614081,6/14/2014,2:18 PM,"Vehicle rolled out of space and into another vehicle, involved parties will exchange information",Information Only
Tow Request,North Torrey Pines Rd/Pangea Dr,6/14/2014,140614083,6/14/2014,3:03 PM,Tow request cancelled,Cited
Citizen Contact,Voigt Dr/Hopkins Dr,6/14/2014,140614084,6/14/2014,3:16 PM,RP unable to locate daughter who was dropped off by MTS Disable Transport,Cancelled After Dispatched
Lost Property,UCSD Police Department,6/14/2014,140614086,6/14/2014,3:31 PM,"Lost car keys, requesting contact if found",Information Only
Lost Property,UCSD Police Department,6/14/2014,140614089,6/14/2014,6:50 PM,"Lost ID and credit card, requesting contact if found",Information Only
Illegal Parking,North Torrey Pines Rd/Pangea Dr,6/14/2014,140614094,6/14/2014,7:53 PM,,Checks OK
Bicyclist Stop,Gilman Dr/Lot 401,6/14/2014,140614097,6/14/2014,8:10 PM,Bicyclist pushing another bicycle,Checks OK
Suspicious Person,Tioga Hall,6/14/2014,140614102,6/14/2014,9:59 PM,,Unable To Locate
Traffic Hazard,Che Café,6/14/2014,140614104,6/14/2014,10:32 PM,Truck went up on curb and got stuck,Information Only
Stolen Property,Voigt Dr,6/14/2014,140614105,6/14/2014,10:44 PM,Report of vehicle that took large traffic sign,Verbal Warning Issued
Marijuana Contact,Rita Atkinson Residences,6/14/2014,140614107,6/14/2014,11:23 PM,Report of vehicle that took large traffic sign,RSO Report Taken/Student Conduct Referral
Public Intoxication,North Torrey Pines Rd,6/1/2014,2014-0961,6/1/2014,12:17 AM,,Transported To Detox
Suspicious Person,Village Place & Market,6/1/2014,140601004,6/1/2014,12:22 AM,,Field Interview
Alcohol Contact,Atlantis Hall,6/1/2014,140601005,6/1/2014,12:28 AM,,Information Only
Marijuana Contact,Revelle Apartments,6/1/2014,2014-0960,6/1/2014,12:55 AM,Found marijuana,Impounded
Disturbance,Expedition Way/North Torrey Pines Rd,6/1/2014,140601008,6/1/2014,12:56 AM,"Large party, large group of people in Eucalyptus area",Checks OK
Suspicious Person,Village East 1,6/1/2014,140601010,6/1/2014,1:03 AM,,Gone On Arrival
Suspicious Vehicle,Poole Street,6/1/2014,140601013,6/1/2014,1:24 AM,"Male subject slumped over, under influence of prescription medication no alcohol",Furnished Transportation
Welfare Check,La Jolla Del Sol Apartments,6/1/2014,140601014,6/1/2014,1:35 AM,Report of female heard screaming in parking lot,Field Interview
Alcohol Contact,Muir Ln/Scholars Dr South,6/1/2014,2014-0962,6/1/2014,2:05 AM,Public Intoxication,Transported To Detox
Noise Disturbance,Brown Hall,6/1/2014,140601020,6/1/2014,1:53 AM,Subject playing basketball,Will Cooperate
Quiet Hours Contact,Douglas Hall,6/1/2014,140601021,6/1/2014,2:01 AM,,Information Only
Noise Disturbance,Marshall Res Halls,6/1/2014,140601025,6/1/2014,2:32 PM,"Loud music, talking and laughing",Will Cooperate
Noise Disturbance,Village West Bldg 4,6/1/2014,140601027,6/1/2014,2:56 AM,Group talking loud,Will Cooperate
"Disturbance, Vehicle",Village East  Bldg 3,6/1/2014,140601029,6/1/2014,3:18 AM,Vehicle alarm,Quiet On Arrival
Suspicious Person,Village Place & Market,6/1/2014,140601040,6/1/2014,10:24 AM,,Unable To Locate
Illegal Parking,Medical Teaching Facility,6/1/2014,140601041,6/1/2014,10:53 AM,,Referred To Other Agency-Parking
Injury,Geisel Library,6/1/2014,2014-0963,6/1/2014,12:12 PM,Male subject fell off skateboard and dislocated hip,Transported To Hospital
Suspicious Person,Café Vita,6/1/2014,2014-0964,6/1/2014,4:23 PM,Subject vehicle broken down in middle of roadway,Vehicle Impounded
Suspicious Person,Muir Commons-Pines,6/1/2014,140601052,6/1/2014,5:46 PM,,Unable To Locate
Stolen Vehicle,Lot 705,6/1/2014,2014-0965,5/30/2014-6/1/2014,12:00 PM-4:00 PM,,Report Taken
Citizen Flagdown,Regents Rd,6/1/2014,140601057,6/1/2014,9:02 PM,,Information Only
Citizen Contact,Justice Ln,6/1/2014,140601061,6/1/2014,10:26 PM,Smoking contact,Information Only
Non Injury Accident,Scholars Dr North/The Village,6/13/2014,140613002,6/13/2014,12:05 AM,,Information Only
Child Molest,1 Miramar Bldg 2,6/13/2014,2014-1011,6/13/2014,12:10 AM,Reporting party made false/unfounded report of molestation. RP found to be under theinfluence of a controlled substance while being the sole care provider for child,Report Taken
Drunk Driving-No Injuries,Muir College Dr/North Torrey Pines Rd.,6/13/2014,140613008,6/13/2014,1:54 AM,"Per San Diego Police, report of possible drunk driver who almost caused traffic accident",Unable To Locate
Gas/Water/Sewer Leak,Geisel Library,6/13/2014,140613015,6/13/2014,3:12 AM,Water pipe burst on first floor,Information Only
Noise Disturbance,Village West Bldg 1,6/13/2014,140613016,6/13/2014,3:13 AM,Roommate talking loudly/arguing with someone over telephone,Will Cooperate
Noise Disturbance,Marshall Apartments,6/13/2014,140613018,6/13/2014,3:20 AM,Loud music and stomping,Quiet On Arrival
Suspicious Person,Price Center,6/13/2014,140613020,6/13/2014,3:36 AM,,Cancelled Before Dispatched
Skateboard Stop,Medical Center Dr North/Campus Point dr,6/13/2014,140613023,6/13/2014,6:21 AM,,Written Warning Issued
Suspicious Vehicle,Lot 701,6/13/2014,140613024,6/13/2014,6:45 AM,,Cancelled After Dispatched
Bicyclist Stop,Lot 704,6/13/2014,140613030,6/13/2014,7:53 AM,,Verbal Warning Issued
Bicyclist Stop,Lot 704,6/13/2014,140613033,6/13/2014,8:12 AM,,Cited
Suspicious Person,Village West,6/13/2014,140613041,6/13/2014,8:47 AM,Left behind/unattended property,Unable To Locate
Assist Other Agency,Blacks Beach Gate,6/13/2014,140613046,6/13/2014,8:58 AM,San Diego Police requesting gate access,Information Only
Citizen Flagdown,Hopkins Parking Structure,6/13/2014,140613050,6/13/2014,9:54 AM,Directions,Information Only
Preserve The Peace,UCTR 111A,6/13/2014,140613051,6/13/2014,9:57 AM,Meeting with students in regards to Che Café,Information Only
Lost Property,Price Center,6/13/2014,140613052,6/13/2014,10:01 AM,Reporting party lost backpack inside Police Price Center sub station,Information Only
Vandalism,Student Services Center,6/13/2014,2014-1016,6/13/2014,10:53 AM,Unknown subject used white chalk to write offensive language on pillars,Report Taken
Suspicious Vehicle,Nobel Dr/Villa La Jolla Dr,6/13/2014,140613058,6/13/2014,11:02 AM,,Information Only
Bicyclist Stop,Gilman Parking Structure,6/13/2014,140613060,6/13/2014,11:13 AM,,Cited
Suicide Attempt,Mandler Hall,6/13/2014,2014-1017,6/13/2014,11:37 AM,"Subject made suicidal comments in an email, checks ok",Report Taken
Illegal Parking,Village West Bldg 1,6/13/2014,140613063,6/13/2014,12:02 PM,Multiple vehicle parking in no parking zone,Referred To Other Agency-Parking
Incomplete Phone Call/ 911 Hang-Up,UCSD Police Department,6/13/2014,140613065,6/13/2014,12:33 PM,,Checks OK
Information,Peterson Hall,6/13/2014,140613068,6/13/2014,1:43 PM,Inmate workers from Department of Corrections in area,Information Only
Clery Incident Report,Las Vegas,6/13/2014,2014-1018,5/31/2014,Unknown,Report of aggravated assault and a sex offense (forcible),Report Taken
Incomplete Phone Call/ 911 Hang-Up,Medical Teaching Facility,6/13/2014,140613072,6/13/2014,1:58 PM,,Checks OK
Vandalism To Vehicle,Student Services Center,6/13/2014,2014-1019,6/6/2014-6/13/2014,Unknown,"Several UC golf/utility carts with slashed tire, damage: $300.00",Report Taken
Fire Alarm,Preuss School,6/13/2014,140613083,6/13/2014,3:17 PM,,False Alarm
Hazard Situation,Rady School Of Management,6/13/2014,140613085,6/13/2014,4:31 PM,Vehicle driving on sidewalk,Checks OK
Noise Disturbance,North Mesa Apartments,6/13/2014,140613086,6/13/2014,4:43 PM,Loud banging and yelling,Field Interview
Welfare Check,Rady School Of Management,6/13/2014,140613088,6/13/2014,5:13 PM,,Cancelled After Dispatched
Citizen Contact,Jacaranda,6/13/2014,140613089,6/13/2014,5:27 PM,Reporting party advised having trouble setting alarm,Information Only
Citizen Contact,ERC Admin,6/13/2014,140613091,6/13/2014,6:00 PM,"Lost IPAD, Reporting party tracked it to ERC.",Unfounded
Fire Alarm,Warren Apartments,6/13/2014,140613093,6/13/2014,9:14 PM,,False Alarm
Petty Theft,IRPS Courtyard Library,6/13/2014,140613097,6/13/2014,10:05 PM,"Lost property only, property found and returned to owner",Unfounded
Non Injury Accident,Lebon Dr/Palmilla Dr,6/13/2014,2014-1021,6/13/2014,9:45 PM,Collision: UC shuttle bus collided with curb causing minor damage to right side of bus,Report Taken
Vandalism,Mandeville Center,6/13/2014,2014-1020,6/17/2014-6/13/2014,6:00 AM-9:30 PM,"Graffiti, damage: $3.00",Report Taken
Noise Disturbance,Rita Atkinson Residences,6/13/2014,140613100,6/13/2014,11:26 PM,Loud music and yelling,Unable To Locate
Assist Other Agency,Blacks Beach Gate,6/13/2014,140613104,6/13/2014,11:36 PM,San Diego Police for Drum Circle,Information Only
Illegal Parking,Mesa Verde Hall,6/13/2014,140613107,6/13/2014,11:51 PM,Cars driving around sidewalk,Gone On Arrival
Noise Disturbance,North Mesa Apartments,6/26/2014,140626001,6/26/2014,12:27 AM,Loud tow truck in parking lot,Unable To Locate
Welfare Check,Latin America Hall,6/26/2014,140626002,6/26/2014,12:42 AM,"Parent unable to get ahold of daughter, who is attending orientation",Checks OK
Alcohol Contact,Latin America Hall,6/26/2014,2014-1072,6/26/2014,1:20 AM,,
Citizen Contact,"Pinery Grove, Lakeside, CA",6/26/2014,140626009,6/26/2014,6:44 AM,Dumpster diving,Field Interview
Fire Alarm,Powell Structural Systems Lab,6/26/2014,140626010,6/26/2014,6:59 AM,,False Alarm
Burglary To Vehicle,South Mesa Apartments,6/26/2014,2014-1073,6/26/2014,7:19 AM,"Vehicle burglary & vandalism, unknown suspect(s) smashed victim's vehicle window and stoleseveral items. Damage: $150, Loss: $373.00",Report Taken
Suspicious Person,Medical Teaching Facility,6/26/2014,140626016,6/26/2014,7:58 AM,"Subject was at computer looking at pornography, left in unknown direction of travel",Unable To Locate
Information,La Jolla Del Sol Apartments,6/26/2014,140626032,6/26/2014,11:44 AM,Bike impound,Information Only
Medical Aid,Warren Lecture Hall,6/26/2014,140626033,6/26/2014,11:52 AM,Juvenile having panic attack and difficulty breathing,Transported To Hospital
Suspicious Person,CAL IT2,6/26/2014,140626034,6/26/2014,12:33 PM,Reporting party found subject in cleaning room section of building,Unable To Locate
Injury,Rebecca & John Moores Cancer Center,6/26/2014,140626035,6/26/2014,1:51 PM,"Young adult female fainted, no injuries",Medics Responded
Suspicious Person,ERC Laundry,6/26/2014,140626037,6/26/2014,1:21 PM,Male subject inside sleeping,Field Interview
Bicyclist Stop,Voigt Dr/Matthews Ln,6/26/2014,140626040,6/26/2014,1:48 PM,,Verbal Warning Issued
Fire Alarm,Natural Sciences,6/26/2014,140626043,6/26/2014,3:05 PM,,Checks OK
"Disturbance, Argument",Gilman Dr/Lot 406,6/26/2014,2014-1075,6/26/2014,3:12 PM,Juvenile attempting to hitch hike,Report Taken
Non Injury Accident,Genesee/Health Sciences Dr,6/26/2014,140626052,6/26/2014,7:22 PM,"Reporting party fell asleep and hit curb, flat tire only, no medical attention needed",Information Only
Welfare Check,Atlantis Hall,6/26/2014,140626057,6/26/2014,9:22 PM,"Parent unable to get ahold of daughter, who is attending orientation",Checks OK
Noise Disturbance,North Mesa Apartments,6/26/2014,140626064,6/26/2014,11:10 PM,Group by BBQ area talking and laughing loudly,Will Cooperate
Marijuana Contact,Harlan Hall,6/18/2014,SC# 01277-2014,6/13/2014,8:30 PM,RA's smelled odor of marijuana inside suite while doing checks & closing vacant rooms,Referred To Student Conduct
Injury,Lot 206,6/7/2014,2014-0993,6/7/2014,12:16 AM,Male subject fell of skateboard and injured right leg,Transported To Hospital
Disturbance,Village West Bldg 2,6/7/2014,140607004,6/7/2014,12:36 AM,Loud party,Will Cooperate
Quiet Hours Contact,Sixth College Apartments,6/7/2014,140607006,6/7/2014,1:09 AM,,Will Cooperate
Citizen Contact,ERC Communter Lounge,6/7/2014,2014-0994,6/6/2014,1:45 AM,Public intoxication,Transported To Detox
Lost Property,Tioga Hall,6/7/2014,140607008,6/7/2014,1:57 AM,Found property,Returned To Owner
Noise Disturbance,Tamarack Apartments,6/7/2014,140607010,6/7/2014,2:27 AM,Talking and music,RSO Report Taken/Student Conduct Referral
Quiet Hours Contact,Stewart Hall,6/7/2014,140607011,6/7/2014,3:13 AM,,Information Only
Welfare Check,Voigt Dip,6/7/2014,2014-0995,6/7/2014,3:38 AM,Intoxicated subject fell of skateboard causing several injuries,Transported To Hospital
Suspicious Person,Lot 502,6/7/2014,140607014,6/7/2014,3:50 AM,,Field Interview
Noise Disturbance,Hopkins Parking Structure,6/7/2014,140607016,6/7/2014,4:21 AM,Music coming from vehicle,Unable To Locate
"Disturbance, Argument",Village East 1,6/7/2014,140607019,6/7/2014,4:32 PM,Roommate dispute over loud radio,Field Interview
Security Alarm,Engineering Bldg Unit 1,6/7/2014,140607023,6/7/2014,7:24 AM,,False Alarm
